TIME  ns, IN1, IN2
-329.102, 1.184414, 0.353029
-330.078, 1.105987, 0.268617
-331.055, 1.02756, 0.184204
-332.031, 0.953926, 0.103528
-333.008, 1.025453, 0.135994
-333.984, 1.09698, 0.16846
-334.961, 1.168507, 0.200927
-335.938, 1.240034, 0.233393
-336.914, 1.311562, 0.265859
-337.891, 1.383089, 0.298326
-338.867, 1.454616, 0.330792
-339.844, 1.526143, 0.363258
-340.82, 1.526243, 0.373908
-341.797, 1.512735, 0.380401
-342.773, 1.499226, 0.386895
-343.75, 1.485718, 0.393388
-344.727, 1.472209, 0.399881
-345.703, 1.4587, 0.406375
-346.68, 1.445192, 0.412868
-347.656, 1.431683, 0.419361
-348.633, 1.428187, 0.423751
-349.609, 1.430131, 0.426997
-350.586, 1.432075, 0.430244
-351.563, 1.434018, 0.433491
-352.539, 1.435962, 0.436737
-353.516, 1.437906, 0.439984
-354.492, 1.439849, 0.443231
-355.469, 1.441793, 0.446477
-356.445, 1.408257, 0.448243
-357.422, 1.332389, 0.448243
-358.398, 1.256521, 0.448243
-359.375, 1.180653, 0.448243
-360.352, 1.104785, 0.448243
-361.328, 1.028917, 0.448243
-362.305, 0.953049, 0.448243
-363.281, 0.877182, 0.448243
-364.258, 0.807864, 0.436246
-365.234, 0.75681, 0.390793
-366.211, 0.705756, 0.34534
-367.188, 0.654702, 0.299887
-368.164, 0.603648, 0.254434
-369.141, 0.552595, 0.208981
-370.117, 0.501541, 0.163528
-371.094, 0.450487, 0.118075
-372.07, 0.393363, 0.07566
-373.047, 0.257954, 0.072413
-374.023, 0.122545, 0.069166
-375, -0.012865, 0.06592
-375.977, -0.148274, 0.062673
-376.953, -0.283683, 0.059427
-377.93, -0.419092, 0.05618
-378.906, -0.554501, 0.052933
-379.883, -0.68991, 0.049687
-380.859, -0.701575, 0.006443
-381.836, -0.696359, -0.042256
-382.813, -0.691144, -0.090956
-383.789, -0.685928, -0.139655
-384.766, -0.680713, -0.188355
-385.742, -0.675497, -0.237055
-386.719, -0.670282, -0.285754
-387.695, -0.665066, -0.334454
-388.672, -0.641086, -0.291577
-389.648, -0.608594, -0.207164
-390.625, -0.576102, -0.122752
-391.602, -0.54361, -0.038339
-392.578, -0.511119, 0.046073
-393.555, -0.478627, 0.130486
-394.531, -0.446135, 0.214898
-395.508, -0.413644, 0.299311
-396.484, -0.457339, 0.28067
-397.461, -0.578462, 0.157298
-398.438, -0.699585, 0.033925
-399.414, -0.820709, -0.089447
-400.391, -0.941832, -0.212819
-401.367, -1.062955, -0.336191
-402.344, -1.184078, -0.459563
-403.32, -1.305201, -0.582935
-404.297, -1.407084, -0.659925
-405.273, -1.464908, -0.630705
-406.25, -1.522732, -0.601486
-407.227, -1.580557, -0.572266
-408.203, -1.638381, -0.543046
-409.18, -1.696205, -0.513827
-410.156, -1.754029, -0.484607
-411.133, -1.811853, -0.455387
-412.109, -1.866794, -0.434164
-413.086, -1.898865, -0.476371
-414.063, -1.930935, -0.518577
-415.039, -1.963006, -0.560783
-416.016, -1.995077, -0.602989
-416.992, -2.027147, -0.645196
-417.969, -2.059218, -0.687402
-418.945, -2.091288, -0.729608
-419.922, -2.123359, -0.771814
-420.898, -2.130307, -0.784153
-421.875, -2.135069, -0.793893
-422.852, -2.139831, -0.803633
-423.828, -2.144593, -0.813373
-424.805, -2.149355, -0.823113
-425.781, -2.154117, -0.832852
-426.758, -2.158879, -0.842592
-427.734, -2.163641, -0.852332
-428.711, -2.096548, -0.788806
-429.688, -2.002604, -0.6979
-430.664, -1.90866, -0.606994
-431.641, -1.814716, -0.516089
-432.617, -1.720772, -0.425183
-433.594, -1.626828, -0.334277
-434.57, -1.532884, -0.243371
-435.547, -1.438939, -0.152466
-436.523, -1.363469, -0.129422
-437.5, -1.303992, -0.165135
-438.477, -1.244516, -0.200848
-439.453, -1.18504, -0.236561
-440.43, -1.125563, -0.272274
-441.406, -1.066087, -0.307987
-442.383, -1.006611, -0.3437
-443.359, -0.947134, -0.379413
-444.336, -0.893987, -0.388325
-445.312, -0.85291, -0.346119
-446.289, -0.811834, -0.303913
-447.266, -0.770758, -0.261706
-448.242, -0.729682, -0.2195
-449.219, -0.688605, -0.177294
-450.195, -0.647529, -0.135088
-451.172, -0.606453, -0.092881
-452.148, -0.567001, -0.063009
-453.125, -0.536615, -0.101969
-454.102, -0.506229, -0.140928
-455.078, -0.475843, -0.179888
-456.055, -0.445457, -0.218848
-457.031, -0.415071, -0.257807
-458.008, -0.384685, -0.296767
-458.984, -0.354299, -0.335726
-459.961, -0.323913, -0.374686
-460.938, -0.303509, -0.295213
-461.914, -0.283521, -0.210801
-462.891, -0.263534, -0.126388
-463.867, -0.243547, -0.041976
-464.844, -0.223559, 0.042437
-465.82, -0.203572, 0.126849
-466.797, -0.183584, 0.211262
-467.773, -0.163597, 0.295674
-468.75, -0.156347, 0.255422
-469.727, -0.152945, 0.177503
-470.703, -0.149544, 0.099584
-471.68, -0.146142, 0.021665
-472.656, -0.142741, -0.056255
-473.633, -0.13934, -0.134174
-474.609, -0.135938, -0.212093
-475.586, -0.132537, -0.290012
-476.563, -0.010508, -0.253866
-477.539, 0.198858, -0.13374
-478.516, 0.408224, -0.013615
-479.492, 0.617589, 0.106511
-480.469, 0.826955, 0.226636
-481.445, 1.036321, 0.346762
-482.422, 1.245687, 0.466887
-483.398, 1.455053, 0.587013
-484.375, 1.607427, 0.668494
-485.352, 1.668361, 0.687974
-486.328, 1.729295, 0.707454
-487.305, 1.790229, 0.726934
-488.281, 1.851163, 0.746414
-489.258, 1.912097, 0.765893
-490.234, 1.973032, 0.785373
-491.211, 2.033966, 0.804853
-492.188, 2.083203, 0.820594
-493.164, 2.083203, 0.820594
-494.141, 2.083203, 0.820594
-495.117, 2.083203, 0.820594
-496.094, 2.083203, 0.820594
-497.07, 2.083203, 0.820594
-498.047, 2.083203, 0.820594
-499.023, 2.083203, 0.820594
