TIME μs, IN1
3.018, -0.128367
3.008, -0.077149
2.998, 0.087915
2.988, 0.173896
2.979, 0.208395
2.969, 0.246079
2.959, 0.35621
2.949, 0.246609
2.939, 0.269963
2.93, 0.089241
2.92, -0.152781
2.91, -0.147474
2.9, -0.478663
2.891, -0.701314
2.881, -0.948113
2.871, -0.539169
2.861, -0.530411
2.852, -0.37039
2.842, -0.241417
2.832, -0.117752
2.822, 0.67758
2.813, 0.770992
2.803, 0.701995
2.793, 1.056272
2.783, 1.317932
2.773, 1.137742
2.764, 0.786384
2.754, 0.278985
2.744, -0.136593
2.734, -0.631254
2.725, -0.367205
2.715, -1.290979
2.705, -1.646317
2.695, -1.690901
2.686, -0.948909
2.676, -0.588529
2.666, -0.263709
2.656, -0.002048
2.646, 0.151339
2.637, 1.525722
2.627, 1.91954
2.617, 2.133698
2.607, 1.039288
2.598, 1.204617
2.588, 1.30891
2.578, 1.771991
2.568, 0.419635
2.559, -1.933189
2.549, -1.554763
2.539, -0.548722
2.529, -1.405091
2.52, -2.129036
2.51, -2.165658
2.5, -1.261788
2.49, -0.029116
2.48, 0.448295
2.471, 0.541973
2.461, 0.205476
2.451, 1.876814
2.441, 2.127329
2.432, 2.033917
2.422, 1.000012
2.412, 0.852197
2.402, 0.62079
2.393, 0.369744
2.383, -0.222575
2.373, -1.879052
2.363, -2.12771
2.354, -2.165128
2.344, -1.212693
2.334, -1.42924
2.324, -1.483377
2.314, -1.982283
2.305, -0.371717
2.295, 1.946873
2.285, 1.661064
2.275, 0.467402
2.266, 1.43974
2.256, 2.133698
2.246, 2.166339
2.236, 1.186041
2.227, 0.060846
2.217, -0.342525
2.207, -0.346506
2.197, -0.02089
2.188, -1.848799
2.178, -2.123463
2.168, -1.615003
2.158, -0.745897
2.148, -0.575791
2.139, -0.496443
2.129, -0.376228
2.119, 0.203619
2.109, 1.645141
2.1, 1.407099
2.09, 1.241239
2.08, 1.317667
2.07, 1.510861
2.061, 1.242831
2.051, 1.011423
2.041, -0.051939
2.031, -1.063286
2.021, -0.774557
2.012, -0.276447
2.002, -1.078944
1.992, -1.329459
1.982, -1.183767
1.973, -0.598082
1.963, -0.019563
1.953, 0.107022
1.943, 0.204149
1.934, 0.043066
1.924, 0.957286
1.914, 1.015138
1.904, 1.15393
1.895, 0.280578
1.885, 0.249529
1.875, 0.375051
1.865, 0.675192
1.855, -0.334564
1.846, -0.809587
1.836, -0.495116
1.826, -0.029116
1.816, -0.099972
1.807, -0.550845
1.797, -0.373043
1.787, -0.184096
1.777, 0.245017
1.768, 0.021305
1.758, -0.142963
1.748, -0.214349
1.738, 0.002198
1.729, -0.005232
1.719, -0.285469
1.709, -0.25389
1.699, -0.202407
1.689, 0.00724
1.68, 0.11976
1.67, 0.077565
1.66, 0.298623
1.65, 0.551792
1.641, 0.773912
1.631, 0.378501
1.621, 0.311361
1.611, 0.340818
1.602, 0.479079
1.592, -0.320234
1.582, -0.897692
1.572, -0.865316
1.563, -0.463802
1.553, -0.814629
1.543, -1.283814
1.533, -1.100439
1.523, -0.639746
1.514, -0.033097
1.504, 0.650246
1.494, 0.586291
1.484, 0.33153
1.475, 1.292722
1.465, 1.585431
1.455, 1.398607
1.445, 0.735167
1.436, 0.397608
1.426, 0.122944
1.416, -0.159947
1.406, -0.339075
1.396, -1.546536
1.387, -1.612615
1.377, -1.578912
1.367, -1.456043
1.357, -1.389699
1.348, -1.192259
1.338, -0.993227
1.328, 0.105164
1.318, 1.722896
1.309, 1.479812
1.299, 0.779484
1.289, 1.706443
1.279, 2.139802
1.27, 1.791894
1.26, 1.021773
1.25, 0.054477
1.24, -0.45531
1.23, -0.902999
1.221, -0.49432
1.211, -1.91992
1.201, -2.134079
1.191, -1.932924
1.182, -1.068063
1.172, -0.617189
1.162, -0.780396
1.152, -1.346443
1.143, 1.29856
1.133, 2.040286
1.123, 2.152009
1.113, 0.912703
1.104, 1.721038
1.094, 2.104241
1.084, 1.833558
1.074, 1.078298
1.064, -0.56491
1.055, -1.546536
1.045, -1.16466
1.035, -0.48689
1.025, -1.919124
1.016, -2.166189
1.006, -1.619249
996.094, -0.754123
986.328, 0.058192
976.563, 0.266247
966.797, 0.86069
957.031, 0.578064
947.266, 1.932543
937.5, 1.980576
927.734, 1.613561
917.969, 1.251058
908.203, 0.976659
898.437, 0.899169
888.672, 1.010362
878.906, -1.10097
869.141, -2.010944
859.375, -1.60598
849.609, -0.755185
839.844, -1.463739
830.078, -1.939293
820.312, -1.39023
810.547, -0.762881
800.781, 0.482529
791.016, 1.028407
781.25, 0.783996
771.484, 0.31773
761.719, 1.442394
751.953, 1.798263
742.187, 1.019119
732.422, 0.47616
722.656, -0.020359
712.891, -0.123855
703.125, -0.48344
693.359, -0.276181
683.594, -1.176337
673.828, -1.058775
664.062, -1.091682
654.297, -0.55403
644.531, -0.420546
634.766, -0.397193
625, -0.545007
615.234, 0.424677
605.469, 0.877408
595.703, 0.569837
585.937, 0.148686
576.172, 0.298623
566.406, 0.629016
556.641, 0.377705
546.875, 0.202822
537.109, -0.252828
527.344, -0.168969
517.578, -0.030708
507.812, 0.094549
498.047, -0.171623
488.281, -0.146412
478.516, 0.091099
468.75, 0.098795
458.984, 0.117637
449.219, -0.005763
439.453, -0.103421
429.688, -0.165254
419.922, -0.25389
410.156, -0.361102
400.391, -0.308557
390.625, -0.427446
380.859, -0.387108
371.094, -0.312803
361.328, -0.171623
351.563, 0.346391
341.797, 0.641754
332.031, 0.657412
322.266, 0.425207
312.5, 0.787446
302.734, 0.966575
292.969, 0.760377
283.203, 0.405039
273.438, -0.041854
263.672, -0.711929
253.906, -0.732893
244.141, -0.472559
234.375, -1.184032
224.609, -1.294694
214.844, -1.229943
205.078, -0.83984
195.313, -0.42028
185.547, -0.346771
175.781, 0.457053
166.016, 1.033715
156.25, 1.917947
146.484, 1.657083
136.719, 0.928891
126.953, 1.293783
117.188, 1.55279
107.422, 1.130311
97.656, 0.633528
87.891, -1.13653
78.125, -1.63013
68.359, -1.39023
58.594, -0.769781
48.828, -1.81722
39.063, -2.14894
29.297, -1.515487
19.531, -0.770842
9.766, 0.174427
0, 1.082278
-9.766, 1.166933
-19.531, 0.707037
-29.297, 1.951916
-39.063, 2.116979
-48.828, 1.777298
-58.594, 1.232481
-68.359, 0.692176
-78.125, 0.643612
-87.891, 0.88192
-97.656, -1.451797
-107.422, -2.063754
-117.188, -2.155574
-126.953, -1.155107
-136.719, -1.625884
-146.484, -2.090026
-156.25, -1.600673
-166.016, -0.913349
-175.781, 0.799122
-185.547, 1.892737
-195.313, 1.498123
-205.078, 0.731717
-214.844, 1.955631
-224.609, 2.16687
-234.375, 1.557832
-244.141, 0.787977
-253.906, -0.106871
-263.672, 0.123475
-273.438, -0.762085
-283.203, -1.671263
-292.969, -2.096395
-302.734, -2.160351
-312.5, -1.036218
-322.266, -1.070452
-332.031, -1.458166
-341.797, -1.126711
-351.563, -0.658323
-361.328, 1.713077
-371.094, 2.070273
-380.859, 1.471054
-390.625, 0.662719
-400.391, 1.773583
-410.156, 1.953508
-419.922, 1.006381
-429.688, 0.420431
-439.453, -0.6493
-449.219, -1.07284
-458.984, -1.072044
-468.75, -0.65673
-478.516, -1.698862
-488.281, -1.803155
-498.047, -1.012334
-507.812, -0.511039
-517.578, 0.047577
-527.344, -0.08856
-537.109, 0.530031
-546.875, 1.012219
-556.641, 1.882122
-566.406, 1.341551
-576.172, 0.514639
-585.937, 0.573818
-595.703, 0.882185
-605.469, 0.59266
-615.234, 0.372398
-625, -0.82604
-634.766, -0.915737
-644.531, -0.528819
-654.297, -0.153312
-664.062, -0.701314
-673.828, -0.796053
-683.594, -0.305373
-693.359, -0.101564
-703.125, 0.28615
-712.891, 0.165404
-722.656, 0.185573
-732.422, 0.069338
-742.187, 0.394955
-751.953, 0.277658
-761.719, -0.010805
-771.484, -0.060961
-781.25, -0.101298
-791.016, -0.002313
-800.781, 0.015732
-810.547, 0.043862
-820.312, 0.004852
-830.078, 0.172304
-839.844, 0.193534
-849.609, 0.273147
-859.375, 0.161955
-869.141, 0.130906
-878.906, 0.035901
-888.672, -0.305903
-898.437, -0.567564
-908.203, -0.62807
-917.969, -0.438857
-927.734, -0.648769
-937.5, -0.718828
-947.266, -0.618782
-957.031, -0.343587
-966.797, 0.065623
-976.563, 0.031655
-986.328, 0.583902
-996.094, 0.894127
-1.006, 1.431513
-1.016, 1.274145
-1.025, 0.747639
-1.035, 0.594252
-1.045, 0.556834
-1.055, 0.35621
-1.064, -0.802156
-1.074, -1.266034
-1.084, -1.732565
-1.094, -1.448878
-1.104, -0.818344
-1.113, -1.245069
-1.123, -1.293102
-1.133, -0.817017
-1.143, -0.381005
-1.152, 1.145438
-1.162, 1.624442
-1.172, 1.468666
-1.182, 0.868385
-1.191, 1.759783
-1.201, 2.120695
-1.211, 1.287414
-1.221, 0.556303
-1.23, -0.379678
-1.24, 0.304727
-1.25, -0.973589
-1.26, -1.724603
-1.27, -2.104357
-1.279, -2.161678
-1.289, -1.085313
-1.299, -0.944398
-1.309, -1.107339
-1.318, -0.806668
-1.328, 1.371008
-1.338, 2.00101
-1.348, 2.145905
-1.357, 1.94077
-1.367, 0.964186
-1.377, 1.844438
-1.387, 1.985884
-1.396, 1.058129
-1.406, 0.489428
-1.416, -0.731566
-1.426, -0.280693
-1.436, -1.393149
-1.445, -2.01864
-1.455, -2.148409
-1.465, -1.471169
-1.475, -0.84329
-1.484, -0.543415
-1.494, -0.401173
-1.504, -0.282285
-1.514, 1.639833
-1.523, 2.091769
-1.533, 2.15997
-1.543, 2.051166
-1.553, 1.448763
-1.562, 1.352962
-1.572, 1.378173
-1.582, 0.613359
-1.592, 0.26784
-1.602, -1.628007
-1.611, -2.071715
-1.621, -1.716377
-1.631, -0.973589
-1.641, -1.55609
-1.65, -1.5813
-1.66, -0.809587
-1.67, -0.448145
-1.68, 0.677845
-1.689, 0.22246
-1.699, 1.179141
-1.709, 1.535806
-1.719, 2.076377
-1.729, 1.098997
-1.738, 0.661392
-1.748, 0.45891
-1.758, 0.374255
-1.768, 0.220868
-1.777, -1.083455
-1.787, -1.444897
-1.797, -1.83155
-1.807, -1.254357
-1.816, -0.800299
-1.826, -0.778538
-1.836, -0.847536
-1.846, -0.36349
-1.855, -0.172154
-1.865, 0.845298
-1.875, 0.99842
-1.885, 0.761704
-1.895, 0.368682
-1.904, 0.813718
-1.914, 1.05176
-1.924, 0.322242
-1.934, -0.036281
-1.943, -0.479725
-1.953, 0.207334
-1.963, -0.237436
-1.973, -0.43408
-1.982, -0.904061
-1.992, -0.231598
-2.002, 0.093488
-2.012, 0.055804
-2.021, -0.166316
-2.031, -0.181973
-2.041, 0.228299
-2.051, 0.202292
-2.061, 0.115248
-2.07, -0.157558
-2.08, -0.15862
-2.09, -0.065207
-2.1, 0.02104
-2.109, -0.124917
-2.119, -0.089091
-2.129, 0.155851
-2.139, 0.209457
-2.148, 0.437415
-2.158, 0.479079
-2.168, 0.564795
-2.178, 0.361252
-2.188, 0.36311
-2.197, 0.168324
-2.207, -0.051939
-2.217, -0.157027
-2.227, -0.65673
-2.236, -0.897692
-2.246, -1.208182
-2.256, -1.085047
-2.266, -0.674245
-2.275, -0.489278
-2.285, -0.352875
-2.295, -0.163131
-2.305, 0.802307
-2.314, 1.175956
-2.324, 1.593127
-2.334, 1.352431
-2.344, 0.778688
-2.354, 0.992051
-2.363, 0.96684
-2.373, 0.540911
-2.383, 0.242098
-2.393, -0.781722
-2.402, -0.573668
-2.412, -1.303717
-2.422, -1.611819
-2.432, -2.087638
-2.441, -1.239231
-2.451, -0.703967
-2.461, -0.302453
-2.471, 0.061112
-2.48, 0.03882
-2.49, 1.501838
-2.5, 2.024098
-2.51, 2.149886
-2.52, 2.010033
-2.529, 1.214436
-2.539, 1.003727
-2.549, 0.89625
-2.559, 0.34241
-2.568, -1.446755
-2.578, -1.936108
-2.588, -2.136202
-2.598, -2.003779
-2.607, -1.164925
-2.617, -1.842961
-2.627, -2.122667
-2.637, -0.923433
-2.646, 0.108349
-2.656, 1.17861
-2.666, 0.153197
-2.676, 1.360127
-2.686, 2.013748
-2.695, 2.148294
-2.705, 1.291129
-2.715, 0.59266
-2.725, 0.26439
-2.734, 0.247671
-2.744, 0.236525
-2.754, -1.810054
-2.764, -2.11736
-2.773, -2.16327
-2.783, -1.925228
-2.793, -1.186686
-2.803, -1.147145
-2.813, -1.101501
-2.822, -0.358713
-2.832, 1.594985
-2.842, 1.381357
-2.852, 1.031857
-2.861, 1.607192
-2.871, 1.816574
-2.881, 1.936789
-2.891, 1.375519
-2.9, 0.396547
-2.91, -0.097052
-2.92, -0.618782
-2.93, -0.115098
-2.939, -1.516549
-2.949, -1.993695
-2.959, -2.144959
-2.969, -0.883892
-2.979, -0.538903
-2.988, -0.389497
-2.998, -0.327399
-3.008, -0.004171
-3.018, 1.413998
-3.027, 1.596046
-3.037, 1.894329
-3.047, 1.343408
-3.057, 0.909253
-3.066, 0.751885
-3.076, 0.706771
-3.086, 0.14444
-3.096, 0.085261
-3.105, -0.743508
-3.115, -0.58561
-3.125, -0.901407
-3.135, -0.956075
-3.145, -0.998269
-3.154, -0.725463
-3.164, -0.128367
-3.174, 0.061908
-3.184, 0.278189
-3.193, -0.046896
-3.203, 0.593987
-3.213, 0.722694
-3.223, 0.954633
-3.232, 0.216091
-3.242, 0.06695
-3.252, 0.073319
-3.262, 0.153993
-3.271, 0.01069
-3.281, -0.369859
-3.291, -0.295288
-3.301, -0.269812
-3.311, -0.06733
-3.32, -0.038139
-3.33, -0.061757
-3.34, -0.180646
-3.35, 0.047047
-3.359, 0.044924
-3.369, -0.114037
-3.379, -0.217268
-3.389, -0.326868
-3.398, -0.357386
-3.408, -0.395335
-3.418, -0.274058
-3.428, -0.280958
-3.438, -0.101564
-3.447, 0.116575
-3.457, 0.172039
-3.467, 0.540115
-3.477, 0.739678
-3.486, 0.982762
-3.496, 0.521539
-3.506, 0.484652
-3.516, 0.298623
-3.525, 0.137009
-3.535, -0.006294
-3.545, -0.775088
-3.555, -0.879381
-3.564, -0.840901
-3.574, -1.163599
-3.584, -1.165191
-3.594, -1.132815
-3.604, -0.814098
-3.613, -0.236109
-3.623, 0.22246
-3.633, 0.74472
-3.643, 0.413
-3.652, 1.33757
-3.662, 1.656817
-3.672, 2.094688
-3.682, 0.923584
-3.691, 0.490755
-3.701, 0.130109
-3.711, -0.15517
-3.721, -0.239029
-3.73, -1.603592
-3.74, -2.025009
-3.75, -2.149736
-3.76, -1.901344
-3.77, -1.051875
-3.779, -1.163068
-3.789, -1.627741
-3.799, -0.27512
-3.809, 1.958285
-3.818, 1.78234
-3.828, 0.662454
-3.838, 1.476096
-3.848, 1.861688
-3.857, 2.107426
-3.867, 1.191613
-3.877, -0.024605
-3.887, -0.56093
-3.896, -0.674245
-3.906, -0.261586
-3.916, -1.88489
-3.926, -2.128771
-3.936, -2.165393
-3.945, -0.947317
-3.955, -0.573668
-3.965, -0.366144
-3.975, -0.053265
-3.984, 0.390709
-3.994, 1.904679
-4.004, 2.131575
-4.014, 2.165809
-4.023, 2.066293
-4.033, 1.396749
-4.043, 1.420898
-4.053, 1.94077
-4.062, 0.279251
-4.072, -1.957073
-4.082, -1.622964
-4.092, -0.540761
-4.102, -1.396333
-4.111, -1.863926
-4.121, -2.071184
-4.131, -1.160679
-4.141, 0.220868
-4.15, 0.597967
-4.16, 0.540646
-4.17, 0.16567
-4.18, 1.87071
-4.189, 2.126798
-4.199, 2.165278
-4.209, 0.767543
-4.219, 0.536135
-4.229, 0.407427
-4.238, 0.254836
-4.248, -0.218064
-4.258, -1.611288
-4.268, -1.448612
-4.277, -1.34485
-4.287, -1.311148
-4.297, -1.30584
-4.307, -1.099908
-4.316, -0.946521
-4.326, 0.115779
-4.336, 0.553119
-4.346, 0.838663
-4.355, 0.293581
-4.365, 0.998685
-4.375, 1.230889
-4.385, 1.073521
-4.395, 0.534808
-4.404, -0.101564
-4.414, -0.21886
-4.424, -0.258136
-4.434, -0.07768
-4.443, -0.926352
-4.453, -0.988716
-4.463, -1.113443
-4.473, -0.272731
-4.482, -0.1833
-4.492, -0.314395
-4.502, -0.611882
-4.512, 0.004056
-4.521, 0.760377
-4.531, 0.440599
-4.541, 0.002994
-4.551, 0.034839
-4.561, 0.445907
-4.57, 0.281639
-4.58, 0.12719
-4.59, -0.267689
-4.6, -0.21143
-4.609, 0.149482
-4.619, 0.200965
-4.629, 0.032186
-4.639, 0.046251
-4.648, 0.298623
-4.658, 0.234402
-4.668, 0.163547
-4.678, -0.056185
-4.688, -0.244602
-4.697, -0.143493
-4.707, -0.402235
-4.717, -0.639746
-4.727, -0.851782
-4.736, -0.436203
-4.746, -0.326868
-4.756, -0.339606
-4.766, -0.482378
-4.775, -0.04557
-4.785, 0.994704
-4.795, 0.923318
-4.805, 0.47961
-4.814, 0.828048
-4.824, 1.277595
-4.834, 1.038491
-4.844, 0.576472
-4.854, -0.09546
-4.863, -0.481582
-4.873, -0.72679
-4.883, -0.420811
-4.893, -1.353077
-4.902, -1.641275
-4.912, -1.433486
-4.922, -0.743774
-4.932, -0.286796
-4.941, 0.023428
-4.951, 0.340818
-4.961, 0.388851
-4.971, 1.630015
-4.98, 1.664779
-4.99, 1.662656
