TIME μs, IN1
8.496, -1.433486
8.398, -0.233721
8.301, 0.960736
8.203, 1.814982
8.105, 2.055147
8.008, 1.478485
7.91, 0.383809
7.813, -0.872746
7.715, -1.779271
7.617, -2.030051
7.52, -1.511772
7.422, -0.437795
7.324, 0.772319
7.227, 1.710689
7.129, 2.065496
7.031, 1.611704
6.934, 0.582841
6.836, -0.6562
6.738, -1.687716
6.641, -2.043055
6.543, -1.641541
6.445, -0.637358
6.348, 0.581514
6.25, 1.598169
6.152, 2.055943
6.055, 1.730327
5.957, 0.774442
5.859, -0.457964
5.762, -1.558743
5.664, -2.057385
5.566, -1.777944
5.469, -0.836125
5.371, 0.377705
5.273, 1.456459
5.176, 2.038163
5.078, 1.846031
4.98, 0.968698
4.883, -0.336687
4.785, -1.448878
4.687, -2.066408
4.59, -1.869233
4.492, -1.0126
4.395, 0.177877
4.297, 1.303071
4.199, 1.996499
4.102, 1.925113
4.004, 1.149949
3.906, -0.176665
3.809, -1.306371
3.711, -2.00776
3.613, -1.934781
3.516, -1.186952
3.418, -0.027524
3.32, 1.139334
3.223, 1.940239
3.125, 1.990395
3.027, 1.322444
2.93, 0.027409
2.832, -1.127507
2.734, -1.944865
2.637, -2.023947
2.539, -1.359711
2.441, -0.235048
2.344, 1.049637
2.246, 1.864607
2.148, 2.038959
2.051, 1.473973
1.953, 0.232545
1.855, -1.001985
1.758, -1.857026
1.66, -2.047566
1.563, -1.508587
1.465, -0.43753
1.367, 0.866262
1.27, 1.765356
1.172, 2.061516
1.074, 1.611173
976.563, 0.481467
878.906, -0.810914
781.25, -1.759368
683.594, -2.033236
585.938, -1.63411
488.281, -0.633643
390.625, 0.675457
292.969, 1.654694
195.313, 2.056474
97.656, 1.733777
0, 0.682091
-97.656, -0.618516
-195.313, -1.634906
-292.969, -2.053404
-390.625, -1.775025
-488.281, -0.728382
-585.938, 0.482263
-683.594, 1.532622
-781.25, 2.041347
-878.906, 1.844969
-976.563, 0.796468
-1.074, -0.434345
-1.172, -1.509649
-1.27, -2.053404
-1.367, -1.865253
-1.465, -0.925026
-1.563, 0.281904
-1.66, 1.38348
-1.758, 2.00446
-1.855, 1.928032
-1.953, 0.988866
-2.051, -0.233986
-2.148, -1.356527
-2.246, -2.015986
-2.344, -1.939027
-2.441, -1.098316
-2.539, 0.078626
-2.637, 1.220539
-2.734, 1.939443
-2.832, 1.950854
-2.93, 1.151276
-3.027, -0.039731
-3.125, -1.199159
-3.223, -1.947254
-3.32, -1.977772
-3.418, -1.272403
-3.516, -0.129694
-3.613, 1.049637
-3.711, 1.864607
-3.809, 1.984557
-3.906, 1.315013
-4.004, 0.175223
-4.102, -1.009415
-4.199, -1.865253
-4.297, -2.046504
-4.395, -1.442774
-4.492, -0.336952
-4.59, 0.869712
-4.687, 1.765887
-4.785, 2.035509
-4.883, 1.473177
-4.98, 0.379032
-5.078, -0.832409
-5.176, -1.765471
-5.273, -2.040666
-5.371, -1.566174
-5.469, -0.532269
-5.566, 0.674396
-5.664, 1.709362
-5.762, 2.069212
-5.859, 1.615153
-5.957, 0.582575
-6.055, -0.636031
-6.152, -1.708946
-6.25, -2.042789
-6.348, -1.706027
-6.445, -0.732363
-6.543, 0.485713
-6.641, 1.596577
-6.738, 2.062047
-6.836, 1.726611
-6.934, 0.7694
-7.031, -0.439918
-7.129, -1.572012
-7.227, -2.059508
-7.324, -1.8281
-7.422, -0.926087
-7.52, 0.281374
-7.617, 1.459112
-7.715, 2.040817
-7.813, 1.841519
-7.91, 0.963655
-8.008, -0.23664
-8.105, -1.427117
-8.203, -2.038809
-8.301, -1.900282
-8.398, -1.099643
-8.496, 0.17655
-8.594, 1.305194
-8.691, 1.975269
-8.789, 1.908394
-8.887, 1.147826
-8.984, -0.127305
-9.082, -1.275853
-9.18, -1.982549
-9.277, -1.978568
-9.375, -1.269749
-9.473, -0.021686
-9.57, 1.141723
-9.668, 1.89884
-9.766, 1.982965
-9.863, 1.324036
-9.961, 0.073584
-10.059, -1.109196
-10.156, -1.908509
-10.254, -2.053935
-10.352, -1.439855
-10.449, -0.23266
-10.547, 0.962328
-10.645, 1.814716
-10.742, 2.030467
-10.84, 1.486446
-10.938, 0.281639
-11.035, -0.926352
-11.133, -1.8143
-11.23, -2.044381
-11.328, -1.51018
-11.426, -0.435141
-11.523, 0.778423
-11.621, 1.766418
-11.719, 2.073988
-11.816, 1.555975
-11.914, 0.478017
-12.012, -0.734486
-12.109, -1.705231
-12.207, -2.04677
-12.305, -1.635172
-12.402, -0.630724
-12.5, 0.583902
-12.598, 1.658675
-12.695, 2.072662
-12.793, 1.675128
-12.891, 0.675988
-12.988, -0.538903
-13.086, -1.580504
-13.184, -2.060569
-13.281, -1.772106
-13.379, -0.82949
-13.477, 0.379032
-13.574, 1.575347
-13.672, 2.0647
-13.77, 1.784463
-13.867, 0.866528
-13.965, -0.335095
-14.063, -1.431628
-14.16, -2.05075
-14.258, -1.865518
-14.355, -1.014192
-14.453, 0.17655
-14.551, 1.432309
-14.648, 2.005522
-14.746, 1.874691
-14.844, 1.055741
-14.941, -0.135267
-15.039, -1.277179
-15.137, -2.013067
-15.234, -1.938496
-15.332, -1.188544
-15.43, -0.024605
-15.527, 1.281841
-15.625, 1.949793
-15.723, 1.948731
-15.82, 1.231951
-15.918, 0.073054
-16.016, -1.101501
-16.113, -1.943804
-16.211, -2.028459
-16.309, -1.353873
-16.406, -0.231863
-16.504, 1.043003
-16.602, 1.882918
-16.699, 2.008971
-16.797, 1.400464
-16.895, 0.284027
-16.992, -1.015519
-17.09, -1.865253
-17.187, -2.056323
-17.285, -1.507526
-17.383, -0.431426
-17.48, 0.930483
-17.578, 1.809939
-17.676, 2.056739
-17.773, 1.554648
-17.871, 0.484386
-17.969, -0.832144
-18.066, -1.765471
-18.164, -2.037216
-18.262, -1.635172
-18.359, -0.630724
-18.457, 0.738882
-18.555, 1.706443
-18.652, 2.067089
-18.75, 1.677517
-18.848, 0.682622
-18.945, -0.640542
-19.043, -1.641806
-19.141, -2.054466
-19.238, -1.775025
-19.336, -0.829225
-19.434, 0.589741
-19.531, 1.614092
-19.629, 2.062312
-19.727, 1.79269
-19.824, 0.7694
-19.922, -0.440184
-20.02, -1.508587
-20.117, -2.047301
-20.215, -1.866049
-20.312, -0.778273
-20.41, 0.420165
-20.508, 1.472116
-20.605, 2.028079
-20.703, 1.883449
-20.801, 0.96339
-20.898, -0.239825
-20.996, -1.357323
-21.094, -2.013863
-21.191, -1.936108
-21.289, -0.958994
-21.387, 0.216887
-21.484, 1.315544
-21.582, 1.971288
-21.68, 1.954304
-21.777, 1.148623
-21.875, -0.032301
-21.973, -1.190136
-22.07, -1.947254
-22.168, -2.028193
-22.266, -1.124854
-22.363, -0.001517
-22.461, 1.140661
-22.559, 1.904679
-22.656, 1.989864
-22.754, 1.321913
-22.852, 0.175489
-22.949, -1.011273
-23.047, -1.864987
-23.145, -2.049689
-23.242, -1.302656
-23.34, -0.223637
-23.438, 0.957817
-23.535, 1.813655
-23.633, 2.034713
-23.73, 1.480608
-23.828, 0.378767
-23.926, -0.828429
-24.023, -1.761491
-24.121, -2.040135
-24.219, -1.491603
-24.316, -0.435672
-24.414, 0.7694
-24.512, 1.706708
-24.609, 2.058597
-24.707, 1.611173
-24.805, 0.582045
-24.902, -0.631254
-25, -1.639948
-25.098, -2.045178
-25.195, -1.65534
-25.293, -0.645319
-25.391, 0.576206
-25.488, 1.653633
-25.586, 2.056739
-25.684, 1.730327
-25.781, 0.777096
-25.879, -0.439653
-25.977, -1.579708
-26.074, -2.066938
-26.172, -1.790417
-26.27, -0.84674
-26.367, 0.372928
-26.465, 1.528376
-26.563, 2.041082
-26.66, 1.8455
-26.758, 0.967901
-26.855, -0.235579
-26.953, -1.434547
-27.051, -2.038809
-27.148, -1.859945
-27.246, -1.01605
-27.344, 0.177612
-27.441, 1.378969
-27.539, 1.995703
-27.637, 1.924847
-27.734, 1.149949
-27.832, -0.133144
-27.93, -1.275587
-28.027, -1.985468
-28.125, -1.939293
-28.223, -1.187482
-28.32, 0.074911
-28.418, 1.22107
-28.516, 1.943158
-28.613, 1.990395
-28.711, 1.322444
-28.809, 0.07783
-28.906, -1.103358
-29.004, -1.904528
-29.102, -2.030847
-29.199, -1.359977
-29.297, -0.136593
-29.395, 1.049903
-29.492, 1.864872
-29.59, 2.038428
-29.688, 1.477689
-29.785, 0.281904
-29.883, -0.92476
-29.98, -1.816689
-30.078, -2.062427
-30.176, -1.516549
-30.273, -0.336422
-30.371, 0.866793
-30.469, 1.762437
-30.566, 2.065496
-30.664, 1.548544
-30.762, 0.481733
-30.859, -0.729974
-30.957, -1.703373
-31.055, -2.065081
-31.152, -1.569624
-31.25, -0.532004
-31.348, 0.678907
-31.445, 1.654694
-31.543, 2.06072
-31.641, 1.671413
-31.738, 0.680234
-31.836, -0.537577
-31.934, -1.574666
-32.031, -2.08233
-32.129, -1.698862
-32.227, -0.723871
-32.324, 0.489959
-32.422, 1.529968
-32.52, 2.041878
-32.617, 1.792425
-32.715, 0.87157
-32.813, -0.337483
-32.91, -1.426321
-33.008, -2.051281
-33.105, -1.815097
-33.203, -0.919983
-33.301, 0.279251
-33.398, 1.380296
-33.496, 2.023567
-33.594, 1.883714
-33.691, 1.061048
-33.789, -0.129163
-33.887, -1.271341
-33.984, -2.005902
-34.082, -1.883033
-34.18, -1.092743
-34.277, 0.079953
-34.375, 1.221601
-34.473, 1.966777
-34.57, 1.966246
-34.668, 1.238585
-34.766, 0.070931
-34.863, -1.1084
-34.961, -1.950969
-35.059, -1.974057
-35.156, -1.278506
-35.254, -0.136328
-35.352, 1.049903
-35.449, 1.908925
-35.547, 2.019321
-35.645, 1.402322
-35.742, 0.274209
-35.84, -0.929006
-35.938, -1.907182
-36.035, -2.062427
-36.133, -1.445693
-36.23, -0.340402
-36.328, 0.964186
-36.426, 1.817901
-36.523, 2.050901
-36.621, 1.548544
-36.719, 0.477752
-36.816, -0.874604
-36.914, -1.818547
-37.012, -2.056323
-37.109, -1.572808
-37.207, -0.535454
-37.305, 0.776831
-37.402, 1.706708
-37.5, 2.06125
-37.598, 1.670617
-37.695, 0.680234
-37.793, -0.793134
-37.891, -1.751141
-37.988, -2.062162
-38.086, -1.713723
-38.184, -0.732097
-38.281, 0.584698
-38.379, 1.594454
-38.477, 2.051697
-38.574, 1.788975
-38.672, 0.87157
-38.77, -0.626743
-38.867, -1.603592
-38.965, -2.065346
-39.063, -1.82465
-39.16, -0.828163
-39.258, 0.380624
-39.355, 1.460174
-39.453, 2.023567
-39.551, 1.887164
-39.648, 0.967901
-39.746, -0.43063
-39.844, -1.454981
-39.941, -2.041462
-40.039, -1.899486
-40.137, -1.01605
-40.234, 0.177346
-40.332, 1.306256
-40.43, 1.971288
-40.527, 1.961735
-40.625, 1.149949
-40.723, -0.150658
-40.82, -1.272403
-40.918, -1.971934
-41.016, -1.973526
-41.113, -1.182706
-41.211, -0.030708
-41.309, 1.134823
-41.406, 1.904679
-41.504, 2.01534
-41.602, 1.318728
-41.699, 0.122148
-41.797, -1.067267
-41.895, -1.892056
-41.992, -2.031113
-42.09, -1.363427
-42.188, -0.234783
-42.285, 0.964186
-42.383, 1.817635
-42.48, 2.034713
-42.578, 1.477423
-42.676, 0.326488
-42.773, -0.887873
-42.871, -1.800766
-42.969, -2.058977
-43.066, -1.509383
-43.164, -0.437795
-43.262, 0.772319
-43.359, 1.709627
-43.457, 2.061781
-43.555, 1.611438
-43.652, 0.549403
-43.75, -0.721482
-43.848, -1.702843
-43.945, -2.044381
-44.043, -1.634906
-44.141, -0.633643
-44.238, 0.580718
-44.336, 1.594454
-44.434, 2.059658
-44.531, 1.733777
-44.629, 0.737024
-44.727, -0.5259
-44.824, -1.65189
-44.922, -2.062162
-45.02, -1.775556
-45.117, -0.831879
-45.215, 0.379828
-45.313, 1.528641
-45.41, 2.041347
-45.508, 1.844969
-45.605, 0.876081
-45.703, -0.347037
-45.801, -1.516018
-45.898, -2.051016
-45.996, -1.865253
-46.094, -1.013396
-46.191, 0.17257
-46.289, 1.381888
-46.387, 2.000745
-46.484, 1.924317
-46.582, 1.039022
-46.68, -0.150393
-46.777, -1.354935
-46.875, -2.005371
-46.973, -1.935047
-47.07, -1.184032
-47.168, -0.024074
-47.266, 1.224255
-47.363, 1.939708
-47.461, 1.99411
-47.559, 1.220539
-47.656, -0.034424
-47.754, -1.187217
-47.852, -1.943539
-47.949, -2.027663
-48.047, -1.356792
-48.145, -0.129163
-48.242, 1.049903
-48.34, 1.865138
-48.438, 2.038693
-48.535, 1.384807
-48.633, 0.186634
-48.73, -1.007823
-48.828, -1.860741
-48.926, -2.051812
-49.023, -1.509914
-49.121, -0.334033
-49.219, 0.869712
-49.316, 1.765091
-49.414, 2.061781
-49.512, 1.54934
-49.609, 0.387259
-49.707, -0.831348
-49.805, -1.765471
-49.902, -2.037747
