TIME  ns, IN1, IN2
-773.452,-1.944352,-0.527402
-775.391,-1.933906,-0.448552
-777.329,-1.92368,-0.43566
-779.268,-1.913453,-0.422768
-781.206,-1.903227,-0.409876
-783.145,-1.893055,-0.399178
-785.083,-1.885401,-0.489422
-787.021,-1.877748,-0.579666
-788.96,-1.870094,-0.669911
-790.898,-1.86244,-0.760155
-792.837,-1.853635,-0.78115
-794.775,-1.844695,-0.794042
-796.714,-1.835754,-0.806934
-798.652,-1.826814,-0.819826
-800.591,-1.814955,-0.753384
-802.529,-1.80222,-0.66314
-804.468,-1.789485,-0.572896
-806.406,-1.776751,-0.482652
-808.345,-1.761989,-0.500203
-810.283,-1.746102,-0.577555
-812.222,-1.730216,-0.654907
-814.16,-1.714329,-0.732259
-816.099,-1.697312,-0.729605
-818.037,-1.679239,-0.652253
-819.976,-1.661166,-0.574901
-821.914,-1.643092,-0.497549
-823.853,-1.626252,-0.445409
-825.791,-1.61133,-0.432517
-827.729,-1.596409,-0.419625
-829.668,-1.581487,-0.406733
-831.606,-1.566446,-0.397258
-833.545,-1.551074,-0.397258
-835.483,-1.535702,-0.397258
-837.422,-1.52033,-0.397258
-839.36,-1.504717,-0.397258
-841.299,-1.487608,-0.397258
-843.237,-1.4705,-0.397258
-845.176,-1.453391,-0.397258
-847.114,-1.436256,-0.397258
-849.053,-1.417089,-0.397258
-850.991,-1.397923,-0.397258
-852.93,-1.378756,-0.397258
-854.868,-1.35959,-0.397258
-856.807,-1.33854,-0.397258
-858.745,-1.317251,-0.397258
-860.684,-1.295962,-0.397258
-862.622,-1.274673,-0.397258
-864.561,-1.253922,-0.397258
-866.499,-1.233341,-0.397258
-868.437,-1.212759,-0.397258
-870.376,-1.192178,-0.397258
-872.314,-1.171024,-0.397258
-874.253,-1.149542,-0.397258
-876.191,-1.12806,-0.397258
-878.13,-1.106578,-0.397258
-880.068,-1.085914,-0.397258
-882.007,-1.06604,-0.397258
-883.945,-1.046166,-0.397258
-885.884,-1.026292,-0.397258
-887.822,-1.005876,-0.397258
-889.761,-0.984587,-0.397258
-891.699,-0.963298,-0.397258
-893.638,-0.942009,-0.397258
-895.576,-0.919993,-0.397258
-897.515,-0.895874,-0.397258
-899.453,-0.871755,-0.397258
-901.392,-0.847636,-0.397258
-903.33,-0.823559,-0.398102
-905.269,-0.799761,-0.404548
-907.207,-0.775964,-0.410994
-909.146,-0.752166,-0.41744
-911.084,-0.728369,-0.423453
-913.022,-0.704701,-0.339655
-914.961,-0.681032,-0.255857
-916.899,-0.657363,-0.172059
-918.838,-0.633694,-0.088261
-920.776,-0.610025,-0.14041
-922.715,-0.586356,-0.211317
-924.653,-0.562687,-0.282223
-926.592,-0.539019,-0.353129
-928.53,-0.51535,-0.312437
-930.469,-0.491681,-0.235084
-932.407,-0.468012,-0.157732
-934.346,-0.444343,-0.08038
-936.284,-0.42015,-0.043425
-938.223,-0.395645,-0.030533
-940.161,-0.37114,-0.017641
-942.1,-0.346635,-0.004749
-944.038,-0.321615,0.001688
-945.977,-0.296081,0.001688
-947.915,-0.270547,0.001688
-949.854,-0.245013,0.001688
-951.792,-0.219431,-0.032121
-953.73,-0.193768,-0.122365
-955.669,-0.168106,-0.212609
-957.607,-0.142443,-0.302853
-959.546,-0.116972,-0.351431
-961.484,-0.092081,-0.274079
-963.423,-0.06719,-0.196727
-965.361,-0.042299,-0.119375
-967.3,-0.017535,-0.049924
-969.238,0.006327,-0.037032
-971.177,0.030189,-0.02414
-973.115,0.054051,-0.011248
-975.054,0.077913,0.001644
-976.992,0.101582,0.001688
-978.931,0.125251,0.001688
-980.869,0.14892,0.001688
-982.808,0.172589,0.001688
-984.746,0.197769,0.001688
-986.685,0.223175,0.001688
-988.623,0.24858,0.001688
-990.562,0.273985,0.001688
